recht	112135	353433219	65.9805
9	111927	353545146	66.0014
titel	111831	353656977	66.0222
beide	111384	353768361	66.043
verwachten	111220	353879581	66.0638
@	111167	353990748	66.0846
vader	111077	354101825	66.1053
Vlaanderen	110952	354212777	66.126
niemand	110722	354323499	66.1467
ploeg	110075	354433574	66.1672
moeder	109475	354543049	66.1877
vol	109016	354652065	66.208
verhaal	108890	354760955	66.2283
sluiten	107488	354868443	66.2484
licht	107407	354975850	66.2685
lief	107035	355082885	66.2884
slechts	106818	355189703	66.3084
zoveel	106724	355296427	66.3283
voorbij	106310	355402737	66.3481
raad	106026	355508763	66.3679
plan	105825	355614588	66.3877
=	104981	355719569	66.4073
half	104943	355824512	66.4269
markt	104723	355929235	66.4464
geloven	104379	356033614	66.4659
11	104215	356137829	66.4854
internationaal	104030	356241859	66.5048
Antwerpen	103588	356345447	66.5241
volledig	103395	356448842	66.5434
boven	102976	356551818	66.5627
meisje	102860	356654678	66.5819
open	102409	356757087	66.601
la	102132	356859219	66.6201
daarna	101853	356961072	66.6391
laag	101794	357062866	66.6581
zin	101768	357164634	66.6771
water	101270	357265904	66.696
idee	101244	357367148	66.7149
hard	101063	357468211	66.7337
wonen	100984	357569195	66.7526
30	100954	357670149	66.7714
ieder	100689	357770838	66.7902
slaan	100140	357870978	66.8089
leiden	99983	357970961	66.8276
dezelfde	99926	358070887	66.8463
gevolg	99453	358170340	66.8648
|	99233	358269573	66.8833
totaal	99218	358368791	66.9019
d	99040	358467831	66.9204
pakken	98706	358566537	66.9388
`	98699	358665236	66.9572
ouder	98651	358763887	66.9756
niks	98383	358862270	66.994
18	98293	358960563	67.0123
raken	98200	359058763	67.0307
druk	97784	359156547	67.0489
verkopen	97655	359254202	67.0672
bank	97089	359351291	67.0853
minuut	96969	359448260	67.1034
aldus	96844	359545104	67.1215
muziek	96398	359641502	67.1395
bieden	96246	359737748	67.1574
extra	96155	359833903	67.1754
staat	96031	359929934	67.1933
reden	95869	360025803	67.2112
best	94983	360120786	67.2289
nie	94904	360215690	67.2467
14	94346	360310036	67.2643
gelijk	93470	360403506	67.2817
dienst	93090	360496596	67.2991
aflopen	93056	360589652	67.3165
meter	93023	360682675	67.3338
hoofd	92988	360775663	67.3512
kant	92940	360868603	67.3685
familie	92939	360961542	67.3859
betekenen	92792	361054334	67.4032
bezig	92680	361147014	67.4205
he	92635	361239649	67.4378
;)	92608	361332257	67.4551
geworden	92486	361424743	67.4724
Jan	92298	361517041	67.4896
zowel	92178	361609219	67.5068
stem	92032	361701251	67.524
beeld	91861	361793112	67.5411
praten	91817	361884929	67.5583
Gent	91291	361976220	67.5753
speler	90857	362067077	67.5923
nationaal	90833	362157910	67.6092
uiteindelijk	90384	362248294	67.6261
economisch	90306	362338600	67.643
resultaat	90173	362428773	67.6598
club	89721	362518494	67.6765
vorm	89715	362608209	67.6933
voeren	89582	362697791	67.71
gezegd	89574	362787365	67.7267
zondag	89440	362876805	67.7434
quote	89410	362966215	67.7601
zodat	89177	363055392	67.7768
langs	88861	363144253	67.7934
kiezen	88665	363232918	67.8099
veranderen	88640	363321558	67.8265
frans	88608	363410166	67.843
les	88264	363498430	67.8595
miljard	88073	363586503	67.8759
zoon	88021	363674524	67.8924
gebied	87786	363762310	67.9088
programma	87567	363849877	67.9251
meest	87478	363937355	67.9414
avond	86941	364024296	67.9577
RT	86929	364111225	67.9739
president	86675	364197900	67.9901
ruim	86660	364284560	68.0062
financieel	86653	364371213	68.0224
p	86503	364457716	68.0386
trouwens	86460	364544176	68.0547
publiek	86131	364630307	68.0708
stoppen	86054	364716361	68.0869
16	85865	364802226	68.1029
begrijpen	85663	364887889	68.1189
13	85319	364973208	68.1348
lekker	84961	365058169	68.1507
leveren	84795	365142964	68.1665
overheid	84660	365227624	68.1823
rol	84380	365312004	68.1981
precies	84082	365396086	68.2138
nummer	83777	365479863	68.2294
gelukkig	83684	365563547	68.245
inderdaad	83648	365647195	68.2606
helft	83240	365730435	68.2762
belang	83048	365813483	68.2917
persoon	82949	365896432	68.3072
ervan	82877	365979309	68.3226
bijzonder	82853	366062162	68.3381
succes	82573	366144735	68.3535
aandeel	82272	366227007	68.3689
gebruik	81771	366308778	68.3841
september	81630	366390408	68.3994
à	81437	366471845	68.4146
tonen	81382	366553227	68.4298
burgemeester	81239	366634466	68.4449
sturen	80789	366715255	68.46
juni	80112	366795367	68.475
daarmee	80103	366875470	68.4899
zaterdag	80062	366955532	68.5049
et	79865	367035397	68.5198
17	79783	367115180	68.5347
hangen	79756	367194936	68.5496
zeven	79351	367274287	68.5644
bouwen	79305	367353592	68.5792
organiseren	78852	367432444	68.5939
ongeveer	78693	367511137	68.6086
nacht	78496	367589633	68.6233
algemeen	78492	367668125	68.6379
januari	78394	367746519	68.6525
bepalen	78352	367824871	68.6672
periode	78342	367903213	68.6818
mei	78194	367981407	68.6964
dragen	78181	368059588	68.711
straat	78046	368137634	68.7256
bepaald	77949	368215583	68.7401
rest	77750	368293333	68.7546
rood	77724	368371057	68.7691
acht	77707	368448764	68.7836
vormen	77597	368526361	68.7981
dienen	76986	368603347	68.8125
dochter	76870	368680217	68.8268
immers	76699	368756916	68.8412
19	76609	368833525	68.8555
huidig	76555	368910080	68.8698
kosten	76515	368986595	68.884
duits	76325	369062920	68.8983
product	76247	369139167	68.9125
hoeven	75751	369214918	68.9267
informatie	75631	369290549	68.9408
grond	75569	369366118	68.9549
gemeenschap	75565	369441683	68.969
spel	75485	369517168	68.9831
waarop	75457	369592625	68.9972
2004	75331	369667956	69.0112
Frankrijk	75256	369743212	69.0253
slachtoffer	75161	369818373	69.0393
waarbij	74912	369893285	69.0533
zichzelf	74859	369968144	69.0673
eeuw	74799	370042943	69.0812
basis	74697	370117640	69.0952
ma	74667	370192307	69.1091
oktober	74640	370266947	69.1231
oorlog	74482	370341429	69.137
hetzelfde	74357	370415786	69.1509
draaien	74350	370490136	69.1647
kaart	74236	370564372	69.1786
project	74014	370638386	69.1924
verordening	73993	370712379	69.2062
tellen	73946	370786325	69.22
reageren	73870	370860195	69.2338
21	73605	370933800	69.2476
waarvan	73582	371007382	69.2613
meestal	73523	371080905	69.275
actie	73321	371154226	69.2887
wijzen	73298	371227524	69.3024
weekend	73287	371300811	69.3161
nadat	73226	371374037	69.3297
toekomst	73117	371447154	69.3434
gevoel	72790	371519944	69.357
stijgen	72658	371592602	69.3705
normaal	72579	371665181	69.3841
klant	72523	371737704	69.3976
fout	72510	371810214	69.4112
juli	72506	371882720	69.4247
22	72455	371955175	69.4382
vergeten	72407	372027582	69.4517
steken	72268	372099850	69.4652
groen	72232	372172082	69.4787
organisatie	72182	372244264	69.4922
roepen	71905	372316169	69.5056
duur	71862	372388031	69.519
klaar	71830	372459861	69.5324
>	71447	372531308	69.5458
wagen	71410	372602718	69.5591
frank	71220	372673938	69.5724
passen	71176	372745114	69.5857
verdwijnen	71176	372816290	69.599
richten	71169	372887459	69.6123
parlement	71074	372958533	69.6255
lijst	70958	373029491	69.6388
deur	70885	373100376	69.652
zwart	70871	373171247	69.6653
missen	70724	373241971	69.6785
2005	70591	373312562	69.6916
situatie	70567	373383129	69.7048
24	70504	373453633	69.718
bereiken	70475	373524108	69.7311
to	70457	373594565	69.7443
verschil	70219	373664784	69.7574
daarvoor	70065	373734849	69.7705
verdienen	69711	373804560	69.7835
daarbij	69659	373874219	69.7965
antwoord	69481	373943700	69.8095
terecht	69312	374013012	69.8224
50	68984	374081996	69.8353
+	68782	374150778	69.8481
maatregel	68744	374219522	69.8609
and	68656	374288178	69.8738
100	68486	374356664	69.8866
verkiezing	68475	374425139	69.8993
rekening	68359	374493498	69.9121
openbaar	68137	374561635	69.9248
beslissen	68091	374629726	69.9375
maart	67767	374697493	69.9502
Brugge	67712	374765205	69.9628
finale	67671	374832876	69.9755
kost	67624	374900500	69.9881
der	67367	374967867	70.0007
enorm	67297	375035164	70.0132
december	67207	375102371	70.0258
23	67141	375169512	70.0383
groeien	67086	375236598	70.0508
woning	67008	375303606	70.0633
april	66987	375370593	70.0758
duren	66948	375437541	70.0883
aandacht	66441	375503982	70.1007
ontstaan	66440	375570422	70.1131
klinken	66297	375636719	70.1255
lachen	66063	375702782	70.1379
gelden	65974	375768756	70.1502
Amsterdam	65955	375834711	70.1625
Duitsland	65651	375900362	70.1747
des	65558	375965920	70.187
premier	65409	376031329	70.1992
's	65148	376096477	70.2113
krant	65125	376161602	70.2235
rust	65040	376226642	70.2356
tekst	64807	376291449	70.2477
wet	64806	376356255	70.2598
nou	64724	376420979	70.2719
opzetten	64520	376485499	70.284
hart	64462	376549961	70.296
dicht	64425	376614386	70.308
vanavond	64390	376678776	70.3201
merken	64282	376743058	70.3321
betrekken	64278	376807336	70.3441
:D	63897	376871233	70.356
starten	63780	376935013	70.3679
speciaal	63774	376998787	70.3798
doel	63697	377062484	70.3917
lokaal	63561	377126045	70.4036
vertrekken	63532	377189577	70.4154
Peter	63337	377252914	70.4272
danken	63275	377316189	70.439
waardoor	63230	377379419	70.4509
trainer	63116	377442535	70.4626
start	63015	377505550	70.4744
verschijnen	62992	377568542	70.4862
voorlopig	62952	377631494	70.4979
werknemer	62943	377694437	70.5097
I	62912	377757349	70.5214
november	62769	377820118	70.5331
hoewel	62697	377882815	70.5448
straks	62539	377945354	70.5565
vlak	62476	378007830	70.5682
27	62466	378070296	70.5798
le	62409	378132705	70.5915
koning	62390	378195095	70.6031
persoonlijk	62251	378257346	70.6147
gevonden	62031	378319377	70.6263
b	61969	378381346	70.6379
contact	61915	378443261	70.6495
besluiten	61847	378505108	70.661
waarschijnlijk	61733	378566841	70.6725
dollar	61646	378628487	70.684
honderd	61335	378689822	70.6955
gebouw	61298	378751120	70.7069
ruimte	61198	378812318	70.7184
slapen	61190	378873508	70.7298
plaatsen	61005	378934513	70.7412
voorbeeld	60871	378995384	70.7525
richting	60805	379056189	70.7639
verklaren	60712	379116901	70.7752
doelpunt	60664	379177565	70.7865
nr.	60503	379238068	70.7978
betreffen	60466	379298534	70.8091
intussen	60450	379358984	70.8204
bellen	60410	379419394	70.8317
volk	60350	379479744	70.843
26	60286	379540030	70.8542
dier	60267	379600297	70.8655
gij	60192	379660489	70.8767
positief	60170	379720659	70.8879
openen	60168	379780827	70.8992
taal	60157	379840984	70.9104
niveau	59929	379900913	70.9216
heer	59915	379960828	70.9328
mogelijkheid	59886	380020714	70.9439
collega	59767	380080481	70.9551
voorstel	59541	380140022	70.9662
systeem	59538	380199560	70.9773
Den	59398	380258958	70.9884
k	59388	380318346	70.9995
oplossing	59371	380377717	71.0106
God	59314	380437031	71.0217
jongen	59278	380496309	71.0327
bedoelen	59240	380555549	71.0438
cijfer	59118	380614667	71.0548
arm	59113	380673780	71.0659
militair	59022	380732802	71.0769
inwoner	58974	380791776	71.0879
reactie	58965	380850741	71.0989
britse	58925	380909666	71.1099
officieel	58668	380968334	71.1208
voorkomen	58650	381026984	71.1318
gesprek	58565	381085549	71.1427
regio	58422	381143971	71.1536
buurt	58277	381202248	71.1645
controle	58271	381260519	71.1754
gratis	58218	381318737	71.1863
kloppen	58071	381376808	71.1971
--	57858	381434666	71.2079
top	57719	381492385	71.2187
ziekenhuis	57405	381549790	71.2294
waarmee	57402	381607192	71.2401
middel	57398	381664590	71.2508
heten	57389	381721979	71.2615
daarvan	57369	381779348	71.2723
unie	57317	381836665	71.283
2000	57185	381893850	71.2936
kilometer	57135	381950985	71.3043
steun	57119	382008104	71.315
ervaring	57078	382065182	71.3256
blij	57054	382122236	71.3363
tegenover	57052	382179288	71.3469
scoren	57025	382236313	71.3576
centrum	56813	382293126	71.3682
beperken	56793	382349919	71.3788
geraken	56758	382406677	71.3894
leider	56738	382463415	71.4
2003	56709	382520124	71.4105
buitenlands	56618	382576742	71.4211
ronde	56609	382633351	71.4317
luisteren	56601	382689952	71.4422
genieten	56599	382746551	71.4528
band	56591	382803142	71.4634
New	56582	382859724	71.4739
hé	56565	382916289	71.4845
liever	56513	382972802	71.4951
winst	56481	383029283	71.5056
provincie	56384	383085667	71.5161
kop	56313	383141980	71.5266
twintig	56218	383198198	71.5371
onderwijs	56115	383254313	71.5476
daardoor	56084	383310397	71.5581
wit	55814	383366211	71.5685
28	55782	383421993	71.5789
ondanks	55759	383477752	71.5893
wa	55727	383533479	71.5997
strijd	55640	383589119	71.6101
VS	55633	383644752	71.6205
kerk	55628	383700380	71.6309
drinken	55556	383755936	71.6412
keuze	55527	383811463	71.6516
stappen	55391	383866854	71.662
kamer	55346	383922200	71.6723
directeur	55323	383977523	71.6826
augustus	55255	384032778	71.6929
baan	55234	384088012	71.7032
vrijdag	55161	384143173	71.7135
opnemen	55016	384198189	71.7238
stap	54901	384253090	71.7341
40	54869	384307959	71.7443
richtlijn	54853	384362812	71.7545
wellicht	54852	384417664	71.7648
graad	54735	384472399	71.775
bekijken	54591	384526990	71.7852
geschiedenis	54515	384581505	71.7954
t	54341	384635846	71.8055
direct	54260	384690106	71.8156
economie	54213	384744319	71.8258
overlijden	54169	384798488	71.8359
winkel	54149	384852637	71.846
das	54102	384906739	71.8561
akkoord	54098	384960837	71.8662
actief	53989	385014826	71.8763
bewijzen	53953	385068779	71.8863
kracht	53943	385122722	71.8964
2001	53820	385176542	71.9065
broer	53794	385230336	71.9165
rechter	53713	385284049	71.9265
voetbal	53691	385337740	71.9365
alsof	53608	385391348	71.9466
februari	53597	385444945	71.9566
Paul	53533	385498478	71.9666
konden	53457	385551935	71.9765
relatie	53351	385605286	71.9865
zoek	53235	385658521	71.9964
optreden	53203	385711724	72.0064
internet	53174	385764898	72.0163
voet	53146	385818044	72.0262
ontwikkeling	53107	385871151	72.0361
;-)	53098	385924249	72.046
blz.	53091	385977340	72.056
gemiddeld	53011	386030351	72.0658
beslissing	52971	386083322	72.0757
loop	52966	386136288	72.0856
vertrouwen	52957	386189245	72.0955
gezin	52834	386242079	72.1054
lidstaat	52636	386294715	72.1152
breken	52623	386347338	72.125
SPAM	52611	386399949	72.1348
warm	52532	386452481	72.1447
2002	52529	386505010	72.1545
regel	52421	386557431	72.1642
momenteel	52368	386609799	72.174
blijkbaar	52344	386662143	72.1838
ok	52317	386714460	72.1936
CD&V	52260	386766720	72.2033
macht	52237	386818957	72.2131
brief	52059	386871016	72.2228
ontvangen	51933	386922949	72.2325
plek	51880	386974829	72.2422
reeks	51810	387026639	72.2518
rekenen	51698	387078337	72.2615
verlaten	51613	387129950	72.2711
voorstellen	51537	387181487	72.2807
diep	51524	387233011	72.2904
grens	51510	387284521	72.3
brussels	51403	387335924	72.3096
orde	51346	387387270	72.3192
mening	51279	387438549	72.3287
x	51277	387489826	72.3383
uiteraard	51229	387541055	72.3479
makkelijk	51161	387592216	72.3574
Verenigde	51142	387643358	72.367
links	51127	387694485	72.3765
lijn	51064	387745549	72.386
e	50959	387796508	72.3956
dergelijk	50882	387847390	72.4051
centraal	50670	387898060	72.4145
erop	50609	387948669	72.424
team	50602	387999271	72.4334
voorzien	50533	388049804	72.4428
slagen	50508	388100312	72.4523
wegens	50391	388150703	72.4617
heen	50349	388201052	72.4711
VLD	50328	388251380	72.4805
politicus	50311	388301691	72.4899
rijk	50297	388351988	72.4993
melden	50274	388402262	72.5086
Tom	50259	388452521	72.518
zomer	50247	388502768	72.5274
bevolking	50211	388552979	72.5368
info	50125	388603104	72.5461
hoogte	50107	388653211	72.5555
geheel	50106	388703317	72.5648
rustig	50085	388753402	72.5742
schip	50078	388803480	72.5835
schieten	49827	388853307	72.5928
sport	49808	388903115	72.6021
leerling	49774	388952889	72.6114
én	49655	389002544	72.6207
overigens	49546	389052090	72.63
beleid	49536	389101626	72.6392
liefde	49530	389151156	72.6485
gezicht	49462	389200618	72.6577
absoluut	49444	389250062	72.6669
Marc	49432	389299494	72.6761
hulp	49396	389348890	72.6854
bezoek	49389	389398279	72.6946
overal	49155	389447434	72.7038
namelijk	49150	389496584	72.7129
sterven	48947	389545531	72.7221
duizend	48849	389594380	72.7312
samenwerking	48617	389642997	72.7403
